Season_1_lower,Season_1_upper,Season_2_lower,Season_2_upper,Season_3_lower,Season_3_upper,Season_4_lower,Season_4_upper
0.6729806773121,14.8270193226879,13.4353622425623,28.4646377574377,19.8205589599993,31.1794410400007,2.21604944684661,9.98395055315338
2.31936193977764,14.3806380602224,12.8286840579059,28.4713159420941,23.1921418034798,32.3078581965202,1.01290877259264,10.9870912274074
0.905826640388304,12.4941733596117,11.7950408906067,28.4049591093934,19.6800154035986,34.1199845964014,2.99223311884522,10.3077668811548
-1.98076346828999,15.48076346829,14.5004745740845,28.0995254259155,20.8058266403883,32.3941733596117,4.88565620970535,11.9143437902946
1.32936779107545,13.2706322089246,12.8094900991058,29.0905099008942,20.5841620397787,35.3158379602213,3.60845541661781,13.1915445833822
1.43209134222846,14.3679086577715,12.4629273152785,30.6370726847215,19.7170877795327,32.7829122204673,4.60524487920935,11.4947551207906
1.19214180347985,10.3078581965202,11.3814909000813,29.0185090999187,19.1887765741768,31.0112234258232,2.30028118555694,10.7997188144431
-0.316443509953598,15.0164435099536,13.3921172314271,30.5078827685729,19.8820913422285,32.8179086577715,1.69256659427994,10.1074334057201
1.62936779107545,13.5706322089246,11.9904895259862,28.1095104740138,19.6975942300096,31.4024057699904,1.89776554285182,9.90223445714818
0.923246931665886,13.4767530683341,13.0341620397787,27.7658379602213,22.1830194274673,33.3169805725327,3.20524487920935,10.0947551207906
-1.37931700489701,14.579317004897,12.11923653171,29.58076346829,20.0732469316659,32.6267530683341,1.98813161428543,8.41186838571457
1.28239344265063,10.2176065573494,13.4101341375636,28.2898658624364,21.6887765741768,33.5112234258232,1.10754241784747,9.19245758215253
1.60143092017082,14.7985690798292,13.5353622425623,28.5646377574377,20.0193619397776,32.0806380602224,3.70524487920935,10.5947551207906
2.90845541661781,12.4915445833822,11.9286840579059,27.5713159420941,20.7293677910754,32.6706322089246,2.50613208182074,11.9938679181793
1.80333435627861,11.1966656437214,13.520682995103,29.479317004897,20.109838877523,35.2901611224769,4.3183413263404,11.7816586736596
-7.84284124578237,12.0428412457824,8.00578627845272,32.2942137215473,14.6835564900464,30.0164435099536,-6.22675306833411,6.32675306833411
-7.3709513375012,14.1709513375012,8.64625782178567,32.4537421782143,16.5594900991058,32.8405099008942,-7.38291222046728,5.68291222046728
-8.59564584209647,11.8956458420965,6.90578627845272,31.1942137215473,15.2681309824992,28.7318690175008,-5.31122342582318,6.51122342582318
-11.8563194603289,15.2563194603289,9.35138370530525,30.0486162946947,15.8101341375636,30.6898658624364,-3.0816586736596,4.3816586736596
-6.67064372987343,11.8706437298734,8.05483004140347,33.8451699585965,14.8772695877295,31.8227304122705,-6.68186901750085,6.78186901750085
-7.5939083223812,12.0939083223812,6.44625782178567,30.2537421782143,13.6776766144515,30.1223233855485,-4.38556882923173,4.28556882923173
-8.02064372987343,10.5206437298734,6.80483004140347,32.5951699585965,14.3970231358842,33.5029768641158,-7.10355189133151,5.70355189133151
-9.04421372154728,15.2442137215473,9.55102435927918,31.7489756407208,15.9772695877295,32.9227304122705,-6.9270193226879,7.2270193226879
-8.50193342936109,14.6019334293611,9.73622141898655,31.0637785810135,14.909838877523,30.090161122477,-5.30245143196563,5.50245143196563
-7.45262161754638,13.4526216175464,9.54806657063891,32.6519334293611,17.6353622425623,32.6646377574377,-4.52292965744092,6.72292965744092
-8.94276846159383,11.1427684615938,8.7268101784123,31.3731898215877,14.8033451992248,32.7966548007752,-6.38834020476445,3.38834020476445
-8.31381524833646,10.4138152483365,9.15102435927918,31.3489756407208,15.1286840579059,30.7713159420941,-7.51429833178877,4.91429833178877
-7.69861629469475,12.9986162946948,9.2630102287796,32.1369897712204,14.9594900991058,31.2405099008942,-5.12063220892455,6.82063220892455
-7.75297686411583,11.3529768641158,8.17079880190146,29.9292011980985,16.5594900991058,32.8405099008942,-5.18709122740736,4.78709122740736
-7.0571365898061,10.7571365898061,9.0768101784123,31.7231898215877,16.732138207461,30.467861792539,-3.90785819652015,5.20785819652015
-9.49276846159383,10.5927684615938,6.48196770952864,29.8180322904714,12.6272695877295,29.5727304122705,-7.89856907982918,5.29856907982918
-8.6209513375012,12.9209513375012,7.95102435927918,30.1489756407208,14.9950408906067,31.6049591093933,-6.97675306833411,5.57675306833411
-9.64284124578236,10.2428412457824,5.8268101784123,28.4731898215877,14.013115048935,27.886884951065,-6.6941733596117,4.8941733596117
-12.4451699585965,13.3451699585965,7.90630003737954,28.1936999626205,13.9776766144515,30.4223233855485,-4.39242919858895,4.19242919858895
-8.94369996262046,11.3436999626205,6.41045688770615,31.1895431122938,13.9776766144515,30.4223233855485,-6.81790865777154,6.11790865777154
-9.34276846159383,10.7427684615938,5.1630102287796,28.0369897712204,12.21923653171,29.68076346829,-5.88721232750679,4.18721232750679
-9.49898587775138,9.79898587775138,4.83593990933109,29.8640600906689,12.3470231358842,31.4529768641158,-8.32675306833411,4.22675306833411
-9.0731898215877,13.5731898215877,9.25102435927918,31.4489756407208,15.5115746639301,32.2884253360699,-5.77675306833411,6.77675306833411
-8.88853898788171,13.0885389878817,8.84737838245362,29.7526216175464,14.2776766144515,30.7223233855485,-6.39547572621689,4.19547572621689
